recipe_id,recipe_name,meal_type,serves,section,sec,item,ingredient_line,parsed_name,computed_grams,how,why_flagged,qty_source,corrected_grams,exclude_from_nutrition,note,FULL_RECIPE_for_context
ede2a32a-dc89-4b56-aca0-eda6f9642dad,Chocolate Peanut Butter Protein Cookie Dough,dessert,4,Main,0,6,Dark chocolate chips,Dark chocolate chips,120,bare → 30 g typical (chocolate) × 4 serves,medium (~120g),estimated,,,,[Main] 1/2 cup nonfat plain Greek yogurt · [Main] 2 tbsp peanut butter · [Main] 2 tbsp brown sugar substitute (or regular brown sugar) · [Main] 2 scoops protein powder (chocolate peanut butter flavour) · [Main] 3/4 cup almond flour · [Main] 2 tbsp unsweetened cocoa powder · [Main] Dark chocolate chips
5d343647-bd62-4409-a77e-9c03bb04b8bb,Cookie Dough Caramel Bars,dessert,12,Base,0,6,Chocolate chips,Chocolate chips,360,bare → 30 g typical (chocolate) × 12 serves,large (~360g) main/base,estimated,,,,[Base] 1 cup oat flour · [Base] 1 cup ground almonds · [Base] 4 tbsp coconut oil · [Base] 3 tbsp maple syrup · [Base] Pinch salt · [Base] Pinch cinnamon · [Base] Chocolate chips · [Peanut Butter Date Caramel] 1 cup soaked and drained dates · [Peanut Butter Date Caramel] 1 tbsp peanut butter · [Peanut Butter Date Caramel] 2 tsp coconut oil · [Peanut Butter Date Caramel] 3 tbsp maple syrup · [Peanut Butter Date Caramel] Pinch salt · [Topping] 80g melted dark chocolate · [Topping] Chopped peanuts
5d343647-bd62-4409-a77e-9c03bb04b8bb,Cookie Dough Caramel Bars,dessert,12,Topping,2,1,Chopped peanuts,Chopped peanuts,360,bare → 30 g typical (peanut) × 12 serves,large (~360g) main/base,estimated,,,,[Base] 1 cup oat flour · [Base] 1 cup ground almonds · [Base] 4 tbsp coconut oil · [Base] 3 tbsp maple syrup · [Base] Pinch salt · [Base] Pinch cinnamon · [Base] Chocolate chips · [Peanut Butter Date Caramel] 1 cup soaked and drained dates · [Peanut Butter Date Caramel] 1 tbsp peanut butter · [Peanut Butter Date Caramel] 2 tsp coconut oil · [Peanut Butter Date Caramel] 3 tbsp maple syrup · [Peanut Butter Date Caramel] Pinch salt · [Topping] 80g melted dark chocolate · [Topping] Chopped peanuts
e710c791-3215-4751-9c3e-748a1f7f4a5d,High Protein Chocolate Loaf,dessert,10,Main,0,10,Dark chocolate chips,Dark chocolate chips,300,bare → 30 g typical (chocolate) × 10 serves,large (~300g) main/base,estimated,,,,[Main] 90g (1/3 cup) mashed banana or applesauce · [Main] 2 eggs · [Main] 150g (1 1/2 cups) oat flour · [Main] 70g (3/4 cup) chocolate casein protein powder · [Main] 85g (1/2 cup) preferred sweetener (e.g. monk fruit) · [Main] 50g (1/2 cup) cocoa powder · [Main] 2 tsp baking powder · [Main] 1 1/2 tsp vanilla extract · [Main] 1/6 tsp salt · [Main] 120ml (1/2 cup) milk of choice · [Main] Dark chocolate chips
1b942de0-4e1d-4046-9f67-99e1e455f921,Peaches and Cream Chia Pudding,dessert,2,Toppings,1,0,Peach jam,Peach jam,30,bare → 15 g typical (jam) × 2 serves,estimated default (~30g),estimated,,,,[Pudding] 1 peach · [Pudding] 1 cup milk of choice · [Pudding] 1 tbsp maple syrup · [Pudding] ½ tsp vanilla extract · [Pudding] 4 tbsp chia seeds · [Toppings] Peach jam · [Toppings] Greek yoghurt (sub coconut or soya yoghurt to keep DF) · [Toppings] Chopped peaches · [Toppings] Coconut flakes
1b942de0-4e1d-4046-9f67-99e1e455f921,Peaches and Cream Chia Pudding,dessert,2,Toppings,1,2,Chopped peaches,Chopped peaches,160,bare → 80 g typical (peach) × 2 serves,medium (~160g),estimated,,,,[Pudding] 1 peach · [Pudding] 1 cup milk of choice · [Pudding] 1 tbsp maple syrup · [Pudding] ½ tsp vanilla extract · [Pudding] 4 tbsp chia seeds · [Toppings] Peach jam · [Toppings] Greek yoghurt (sub coconut or soya yoghurt to keep DF) · [Toppings] Chopped peaches · [Toppings] Coconut flakes
4baff14f-f055-4f9e-b42d-e94250a85288,Peanut Butter Protein Balls,dessert,16,Topping,2,0,Melted dark chocolate,Melted dark chocolate,480,bare → 30 g typical (chocolate) × 16 serves,large (~480g) main/base,estimated,,,,"[Dry] 2 cups oats · [Dry] 1/4 cup roasted peanuts · [Dry] 2 scoops vanilla protein powder · [Dry] Pinch salt · [Dry] Pinch cinnamon · [Wet] 1/2 cup peanut butter · [Wet] 3 tbsp coconut oil · [Wet] 3-4 tbsp maple syrup · [Wet] A handful (about 6) medjool dates, soaked in hot water · [Topping] Melted dark chocolate · [Topping] Cacao nibs · [Topping] Pinch sea salt"
ba4bd5d7-702d-49e2-9756-06046c30c3d1,Pumpkin Chocolate Chip Cookies,dessert,2,Toppings,1,0,Ice cream,Ice cream,120,bare → 60 g typical (ice cream) × 2 serves,medium (~120g),estimated,,,,[Main] 2 tbsp pumpkin puree · [Main] 1 tbsp peanut butter · [Main] 1 tbsp maple syrup · [Main] 1 tbsp cocoa powder · [Main] 2 tbsp almond flour · [Main] 1/8 tsp baking soda · [Main] Pinch of salt · [Main] 1/4 tsp vanilla extract · [Main] 1 tbsp chocolate chips · [Toppings] Ice cream · [Toppings] Chocolate shavings
ba4bd5d7-702d-49e2-9756-06046c30c3d1,Pumpkin Chocolate Chip Cookies,dessert,2,Toppings,1,1,Chocolate shavings,Chocolate shavings,60,bare → 30 g typical (chocolate) × 2 serves,estimated default (~60g),estimated,,,,[Main] 2 tbsp pumpkin puree · [Main] 1 tbsp peanut butter · [Main] 1 tbsp maple syrup · [Main] 1 tbsp cocoa powder · [Main] 2 tbsp almond flour · [Main] 1/8 tsp baking soda · [Main] Pinch of salt · [Main] 1/4 tsp vanilla extract · [Main] 1 tbsp chocolate chips · [Toppings] Ice cream · [Toppings] Chocolate shavings
60fd9792-927e-46fd-970f-b058765b2658,Pumpkin Cream Cheese Muffins,dessert,6,Muffin Batter,0,12,Pumpkin seeds for topping,Pumpkin seeds for topping,900,bare → 1 × 900 g (pumpkin),plural name priced as 1 piece (900 g) — likely a portion,estimated,,,,"[Muffin Batter] 3 eggs · [Muffin Batter] 1 cup pumpkin puree · [Muffin Batter] 1/4 cup coconut oil, melted · [Muffin Batter] 1/3 cup maple syrup · [Muffin Batter] 2 tsp vanilla extract · [Muffin Batter] 1 cup almond flour · [Muffin Batter] 1/2 cup organic arrowroot flour (or tapioca flour or cornstarch) · [Muffin Batter] 1/4 cup coconut flour · [Muffin Batter] 1 tbsp pumpkin pie spice · [Muffin Batter] 1 tsp cinnamon · [Muffin Batter] 1 tsp baking soda · [Muffin Batter] 1/4 tsp salt · [Muffin Batter] Pumpkin seeds for topping · [Cream Cheese Filling] 7 oz cream cheese, softened · [Cream Cheese Filling] 2½ tbsp maple syrup · [Cream Cheese Filling] 2 tbsp GF flour · [Cream Cheese Filling] 2 tbsp milk of choice · [Cream Cheese Filling] 1½ tsp vanilla"
7a0644a4-c448-43fe-b1e1-13bed72a7309,Single Serve Double Chocolate Butter Cake,dessert,2,Main,0,8,Vegan chocolate chips,Vegan chocolate chips,60,bare → 30 g typical (chocolate) × 2 serves,estimated default (~60g),estimated,,,,[Main] 2 tbsp vegan butter · [Main] 4 tbsp brown sugar · [Main] 1 tbsp oil · [Main] 1/4 tsp vanilla extract · [Main] 1 1/2 tbsp cocoa powder · [Main] 1/8 tsp baking soda · [Main] 1/8 tsp salt · [Main] 4 tbsp all purpose flour · [Main] Vegan chocolate chips
96b923cc-efda-4d9c-9055-97b7fa22413c,30 Minute Bang Bang Chicken Bowls,dinner,4,Bowl,2,1,cabbage slaw,cabbage slaw,400,bare → 100 g typical (cabbage) × 4 serves,large (~400g) main/base,estimated,,,,"[Chicken] 907g chicken thighs · [Chicken] 2 tsp paprika · [Chicken] 1 tsp garlic powder · [Chicken] 1 tsp onion powder · [Chicken] 1 tsp salt · [Chicken] 1/2 tsp pepper · [Chicken] 1 tbsp olive oil · [Chicken] drizzle of avocado oil (for frying) · [Sauce] 1/3 cup mayonnaise · [Sauce] 2-3 tbsp sriracha · [Sauce] 1/4 cup sweet chilli sauce · [Sauce] 1 tsp rice vinegar · [Sauce] 1/2 tsp garlic powder · [Bowl] cauliflower rice or rice (to serve) · [Bowl] cabbage slaw · [Bowl] spring onions, sliced"
96b923cc-efda-4d9c-9055-97b7fa22413c,30 Minute Bang Bang Chicken Bowls,dinner,4,Bowl,2,2,"spring onions, sliced",spring onions,15,bare → 1 × 15 g (spring onion),plural name priced as 1 piece (15 g) — likely a portion,estimated,,,,"[Chicken] 907g chicken thighs · [Chicken] 2 tsp paprika · [Chicken] 1 tsp garlic powder · [Chicken] 1 tsp onion powder · [Chicken] 1 tsp salt · [Chicken] 1/2 tsp pepper · [Chicken] 1 tbsp olive oil · [Chicken] drizzle of avocado oil (for frying) · [Sauce] 1/3 cup mayonnaise · [Sauce] 2-3 tbsp sriracha · [Sauce] 1/4 cup sweet chilli sauce · [Sauce] 1 tsp rice vinegar · [Sauce] 1/2 tsp garlic powder · [Bowl] cauliflower rice or rice (to serve) · [Bowl] cabbage slaw · [Bowl] spring onions, sliced"
be78fedf-c5b3-4931-a22f-5accfba91566,Chicken Pad Thai,dinner,4,For Cooking,2,2,chopped green onion,chopped green onion,15,bare → 1 × 15 g (green onion),very small (~15g) — check it is not a portion,estimated,,,,"[Chicken] 800g chicken breast, cubed · [Chicken] 20g soy sauce · [Chicken] 2 tsp black pepper · [Chicken] 2 tsp garlic powder · [Chicken] 1 tsp chilli flakes · [Chicken] 2 tsp olive oil (for cooking) · [Pad Thai Sauce] 30g soy sauce · [Pad Thai Sauce] 40g tamarind paste · [Pad Thai Sauce] 30g honey · [Pad Thai Sauce] 5g fish sauce · [Pad Thai Sauce] 15–20g sriracha · [Pad Thai Sauce] juice of 1–2 limes · [For Cooking] 4 garlic cloves, chopped · [For Cooking] 1 medium onion, chopped · [For Cooking] chopped green onion · [For Cooking] 3 whole eggs · [For Cooking] 400g cooked rice noodles · [To Serve] extra green onion · [To Serve] bean sprouts · [To Serve] 30g crushed peanuts · [To Serve] chilli flakes · [To Serve] lime juice"
be78fedf-c5b3-4931-a22f-5accfba91566,Chicken Pad Thai,dinner,4,To Serve,3,0,extra green onion,extra green onion,15,bare → 1 × 15 g (green onion),very small (~15g) — check it is not a portion,estimated,,,,"[Chicken] 800g chicken breast, cubed · [Chicken] 20g soy sauce · [Chicken] 2 tsp black pepper · [Chicken] 2 tsp garlic powder · [Chicken] 1 tsp chilli flakes · [Chicken] 2 tsp olive oil (for cooking) · [Pad Thai Sauce] 30g soy sauce · [Pad Thai Sauce] 40g tamarind paste · [Pad Thai Sauce] 30g honey · [Pad Thai Sauce] 5g fish sauce · [Pad Thai Sauce] 15–20g sriracha · [Pad Thai Sauce] juice of 1–2 limes · [For Cooking] 4 garlic cloves, chopped · [For Cooking] 1 medium onion, chopped · [For Cooking] chopped green onion · [For Cooking] 3 whole eggs · [For Cooking] 400g cooked rice noodles · [To Serve] extra green onion · [To Serve] bean sprouts · [To Serve] 30g crushed peanuts · [To Serve] chilli flakes · [To Serve] lime juice"
be78fedf-c5b3-4931-a22f-5accfba91566,Chicken Pad Thai,dinner,4,To Serve,3,1,bean sprouts,bean sprouts,320,bare → 80 g typical (bean sprout) × 4 serves,large (~320g) main/base,estimated,,,,"[Chicken] 800g chicken breast, cubed · [Chicken] 20g soy sauce · [Chicken] 2 tsp black pepper · [Chicken] 2 tsp garlic powder · [Chicken] 1 tsp chilli flakes · [Chicken] 2 tsp olive oil (for cooking) · [Pad Thai Sauce] 30g soy sauce · [Pad Thai Sauce] 40g tamarind paste · [Pad Thai Sauce] 30g honey · [Pad Thai Sauce] 5g fish sauce · [Pad Thai Sauce] 15–20g sriracha · [Pad Thai Sauce] juice of 1–2 limes · [For Cooking] 4 garlic cloves, chopped · [For Cooking] 1 medium onion, chopped · [For Cooking] chopped green onion · [For Cooking] 3 whole eggs · [For Cooking] 400g cooked rice noodles · [To Serve] extra green onion · [To Serve] bean sprouts · [To Serve] 30g crushed peanuts · [To Serve] chilli flakes · [To Serve] lime juice"
520918ae-a734-4ad1-9fed-c51e46ca82ca,Chicken Shawarma Sheet Pan Dinner,dinner,4,tray,0,2,Olive oil,Olive oil,56,bare → 14 g typical (olive oil) × 4 serves,estimated default (~56g),estimated,,,,"[tray] 2 red onions, cut into small wedges · [tray] 1 tbsp sumac (+ extra to finish) · [tray] Olive oil · [cucumber sauce] ¾ cup plain greek yogurt · [cucumber sauce] 1 Persian cucumber, finely diced · [cucumber sauce] 3 tbsp finely chopped fresh dill · [cucumber sauce] 1 small shallot, finely shredded or processed · [cucumber sauce] juice of ½ lemon · [cucumber sauce] a couple pinches salt & pepper · [chicken marinade] 1.5–2 lb cubed boneless skinless chicken thighs · [chicken marinade] ½ tbsp olive oil · [chicken marinade] 2.5 tbsp plain greek yogurt · [chicken marinade] 2 tbsp tomato paste · [chicken marinade] juice of 1 large lemon · [chicken marinade] 6 minced garlic cloves · [chicken marinade] 1 tbsp oregano · [chicken marinade] 1 tbsp sweet paprika · [chicken marinade] ⅓ tsp cinnamon · [chicken marinade] 1 tsp cumin · [chicken marinade] a couple pinches salt + pepper"
93442c4f-672c-401d-8f1c-c8d9d3e9c9f7,Chicken and Potato Traybake,dinner,4,Main,0,10,"olive oil, for drizzling",olive oil,56,bare → 14 g typical (olive oil) × 4 serves,estimated default (~56g),estimated,,,,"[Main] 2 chicken legs · [Main] 3-4 chicken thighs · [Main] 3 tbsp Flora salted · [Main] 500g baby potatoes · [Main] 1 large white onion · [Main] 2 lemons · [Main] 2 bay leaves · [Main] 200ml chicken stock · [Main] 3 tbsp chopped parsley · [Main] tenderstem broccoli, to serve · [Main] olive oil, for drizzling"
8356cba9-e0e8-43f1-becb-ac9771250799,Chipotle Chicken & Rice Skillet,dinner,4,To Serve,3,3,cotija cheese crumbles,cotija cheese crumbles,160,bare → 40 g typical (cheese) × 4 serves,medium (~160g),estimated,,,,[Chicken] 5 bone-in skin-on chicken thighs · [Chicken] 1 tsp olive oil · [Chicken] salt and cracked pepper · [Chicken] ½ tbsp chipotle powder · [Chicken] 1 tbsp sweet paprika · [Chicken] 1 tbsp garlic powder · [Chicken] 1 tbsp oregano or thyme · [Cucumber Salad] ½ finely diced red onion · [Cucumber Salad] 2–3 Persian cucumbers · [Cucumber Salad] 2–3 tbsp finely diced fresh cilantro · [Cucumber Salad] salt · [Crema Sauce] 3 tbsp Greek yogurt · [Crema Sauce] 3 tbsp mayo · [Crema Sauce] 1 clove garlic · [Crema Sauce] ½ jalapeño · [Crema Sauce] large handful cilantro · [Crema Sauce] juice of 1 large lime · [Crema Sauce] salt and pepper · [To Serve] rice of choice · [To Serve] jalapeños · [To Serve] sliced avocado · [To Serve] cotija cheese crumbles
f8921341-90bc-4f37-a6c4-caf2f8e5afb3,Creamy Peanut Miso Ramen,dinner,4,Garnish,2,1,Black sesame seeds,Black sesame seeds,40,bare → 10 g typical (seeds) × 4 serves,estimated default (~40g),estimated,,,,"[Broth] 1 tbsp vegetable oil · [Broth] 1 tbsp chilli crisp · [Broth] 4 garlic cloves, grated · [Broth] 5cm (2in) fresh ginger, grated · [Broth] Zest and juice of 1 lime · [Broth] 6 spring onions, whites and greens separated · [Broth] 2 tbsp miso paste · [Broth] 2 tbsp maple syrup · [Broth] 1 tbsp rice vinegar · [Broth] 3 tbsp smooth peanut butter · [Broth] 3 tbsp runny tahini · [Broth] 400ml coconut milk · [Broth] 750ml vegetable stock · [Broth] 2 tbsp soy sauce · [Broth] 1 tsp vegan fish sauce · [Broth] Salt, pepper, and a pinch of sugar · [Broth] 4 × 100g packets ramen noodles — use GF rice noodles · [Smoky Tofu Crumbles] 2 tbsp vegetable oil · [Smoky Tofu Crumbles] 1 × 225g block smoked firm tofu, crumbled · [Smoky Tofu Crumbles] 1 tbsp soy sauce · [Smoky Tofu Crumbles] 1 tsp smoked paprika · [Smoky Tofu Crumbles] 1 tsp liquid smoke (optional) · [Smoky Tofu Crumbles] 1 tsp chilli oil · [Garnish] Chilli crisp · [Garnish] Black sesame seeds · [Garnish] Toasted sesame oil · [Garnish] Fresh coriander leaves"
55f71d81-f12f-457a-bd8b-d2f3624524da,Creamy Thai Coconut Chicken Meatballs,dinner,4,To Serve,2,1,broccoli,broccoli,350,bare → 1 × 350 g (broccoli),large (~350g) main/base,estimated,,,,"[Meatballs] 500g lean chicken mince · [Meatballs] 1 small courgette, grated · [Meatballs] ½ red chilli, diced · [Meatballs] 1 heaped tsp ginger and garlic paste · [Meatballs] 2 tbsp chopped fresh coriander · [Meatballs] 2 spring onions, finely chopped · [Meatballs] 1 medium egg · [Meatballs] 2 tbsp light soy sauce · [Meatballs] zest of 1 lime · [Meatballs] salt and pepper · [Sauce] 2 tbsp Thai red curry paste · [Sauce] 1 tin coconut milk (light or full fat) · [Sauce] 1 spring onion, diced · [Sauce] 1 tsp ginger and garlic paste · [Sauce] 1 red pepper, thinly sliced · [Sauce] ½ chicken stock cube · [Sauce] 1 tbsp soy sauce · [Sauce] 1 tsp honey · [Sauce] juice of ½ lime · [To Serve] rice · [To Serve] broccoli"
81dd4306-72d3-4ed5-9a03-c6ba9a8fb7ce,Crispy Chicken Rice Paper Dumplings,dinner,2,Dumplings,0,11,black and white sesame seeds for coating,black and white sesame seeds for coating,20,bare → 10 g typical (seeds) × 2 serves,estimated default (~20g),estimated,,,,"[Dumplings] 250g chicken mince · [Dumplings] 2 spring onions, diced · [Dumplings] 1 garlic clove, finely chopped · [Dumplings] 10g ginger, finely chopped · [Dumplings] small bunch coriander, finely chopped · [Dumplings] 1 red chilli, seeds removed, finely chopped · [Dumplings] 2 tsp soy sauce · [Dumplings] 1 tsp honey · [Dumplings] 1 tsp oyster sauce · [Dumplings] 1 tsp sesame oil · [Dumplings] 6 rice paper rolls · [Dumplings] black and white sesame seeds for coating · [Peanut Sauce] 1 tbsp peanut butter · [Peanut Sauce] 1 tbsp honey · [Peanut Sauce] 1 tbsp soy sauce · [Peanut Sauce] juice of ½ lime · [Peanut Sauce] 2 tbsp coconut milk · [Peanut Sauce] 1–2 tsp sriracha"
9432601e-8eb2-45a5-a15d-3e418bd425aa,Crispy Chilli Beef Protein Bowls,dinner,4,Main,0,8,Sesame seeds,Sesame seeds,40,bare → 10 g typical (seeds) × 4 serves,estimated default (~40g),estimated,,,,"[Main] 500g high quality lean beef mince · [Main] 1 large red pepper or 2 small · [Main] 4 spring onions · [Main] 2 cloves of garlic · [Main] 1/2 red chilli · [Main] 2 carrots, julienned · [Main] 1 cucumber · [Main] Handful radishes · [Main] Sesame seeds · [Main] 1 avocado · [Main] Rice to serve (precooked) · [Main] 1/2 beef stock cube · [Sauce] 3 tbsp sweet chilli sauce · [Sauce] 3 tbsp low-sugar tomato ketchup · [Sauce] 4 tbsp rice vinegar · [Sauce] 1 heaped tsp honey · [Sauce] 2 tbsp dark soy sauce · [Sauce] 1 tbsp toasted sesame oil · [Sauce] 1 tsp ginger puree · [Sauce] 1 heaped tsp corn flour · [Sauce] 1/2 tsp Chinese 5 spice"
cb74fd67-6e8b-4577-bfed-66c3a1185ff5,Dak Gomtang (Korean Chicken Soup),dinner,3,Soup,0,7,Enough water to cover the chicken (approx. 1.5 litres),Enough water to cover the chicken (approx. 1.5 litres),,"no amount, generic item",unresolved (no value),unresolved,,,,"[Soup] 450g (1 lb) whole chicken legs, bone-in and skin-on · [Soup] 5 garlic cloves · [Soup] 3 slices fresh ginger · [Soup] ½ medium onion, roughly chopped · [Soup] 5 spring onions, chopped · [Soup] ½ tsp whole peppercorns · [Soup] Salt and pepper · [Soup] Enough water to cover the chicken (approx. 1.5 litres) · [Dipping Sauce] 1 tbsp jalapeño, finely diced · [Dipping Sauce] 5 tbsp soy sauce · [Dipping Sauce] 1 tbsp honey · [Dipping Sauce] 2 tbsp water · [To Serve] 1½ cups cooked rice · [To Serve] Diced spring onion, for garnish"
d6d7f6df-6148-41fd-997e-9d9870bab66a,Double Roast Chicken with Chicken Fat Rice,dinner,8,Roast Chicken,0,1,Olive oil,Olive oil,112,bare → 14 g typical (olive oil) × 8 serves,medium (~112g),estimated,,,,"[Roast Chicken] 2 whole chickens · [Roast Chicken] Olive oil · [Roast Chicken] Salt · [Chicken Fat Rice] 250g jasmine rice · [Chicken Fat Rice] 300ml water · [Chicken Fat Rice] Chicken jus (collected from roasting tray) · [Chicken Fat Rice] Salt, to taste · [Salad] Cucumber, sliced · [Salad] Fresh coriander · [Salad] Spring onion, sliced · [Thai Chilli Dipping Sauce] 2 shallots · [Thai Chilli Dipping Sauce] 1–3 Thai chillies (adjust to heat preference) · [Thai Chilli Dipping Sauce] 1 long red chilli · [Thai Chilli Dipping Sauce] 2 garlic cloves · [Thai Chilli Dipping Sauce] Coriander stalks · [Thai Chilli Dipping Sauce] 4 tbsp fish sauce · [Thai Chilli Dipping Sauce] 1 tbsp sugar · [Thai Chilli Dipping Sauce] Lime juice, to taste · [Thai Chilli Dipping Sauce] Toasted rice, ground (key ingredient — toast raw rice in a dry pan until golden, then grind)"
